城市行政区划代码,城市名,地铁站ID,地铁站名,经度,纬度,所属线路
1100,北京,110100023050032,西局,116.303819,39.866770,110100023282|110100023068
1100,北京,110100023282040,莲花桥,116.310347,39.897867,110100023282
1100,北京,110100023282042,西钓鱼台,116.298064,39.923481,110100023282
1100,北京,110100023282044,车道沟,116.293818,39.947923,110100023282
1100,北京,110100023282045,长春桥,116.294255,39.958527,110100023282
1100,北京,110100023282046,火器营,116.289058,39.965938,110100023282
1100,北京,110100033066016,大钟寺,116.345139,39.966612,110100033066
1100,北京,110100033066014,五道口,116.337742,39.992894,110100033066
1100,北京,110100033066013,上地,116.320193,40.033007,110100033066
1100,北京,110100033066018,清河站,116.314797,40.041090,110100033066
1100,北京,110100023118008,西二旗,116.306295,40.053034,110100033066|110100023118
1100,北京,110100033066011,龙泽,116.319429,40.070882,110100033066
1100,北京,110100033066010,回龙观,116.336116,40.070800,110100033066
1100,北京,110100033066007,北苑,116.434518,40.042997,110100033066
1100,北京,110100023070002,望京西,116.449884,39.995724,110100033066|110100023070
1100,北京,110100033066004,光熙门,116.431761,39.968337,110100033066
1100,北京,110100033066003,柳芳,116.432728,39.958157,110100033066
1100,北京,900000028907001,善各庄,116.478195,40.027160,900000028907
1100,北京,900000028907002,来广营,116.466994,40.020588,900000028907
1100,北京,900000028907003,东湖渠,116.467412,40.010670,900000028907
1100,北京,110100023070003,望京,116.469409,39.998521,900000028907|110100023070
1100,北京,900000028907005,阜通,116.471740,39.991699,900000028907
1100,北京,900000028907006,望京南,116.481634,39.984634,900000028907
1100,北京,900000028907008,将台,116.489496,39.971109,900000028907
1100,北京,900000028907009,东风北桥,116.485919,39.958375,900000028907
1100,北京,900000028907010,枣营,116.474947,39.944132,900000028907
1100,北京,900000028907011,朝阳公园,116.478291,39.933492,900000028907
1100,北京,900000028907016,平乐园,116.477307,39.885275,900000028907
1100,北京,900000028907017,北工大西门,116.477319,39.875445,900000028907
1100,北京,900000028907020,方庄,116.440244,39.865868,900000028907
1100,北京,900000028907022,景泰,116.411027,39.865255,900000028907
1100,北京,110100023068004,大井,116.276061,39.865226,110100023068
1100,北京,110100023068005,郭庄子,116.253068,39.864841,110100023068
1100,北京,110100023068006,大瓦窑,116.240480,39.859470,110100023068
1100,北京,110100023068007,园博园,116.201643,39.861328,110100023068
1100,北京,110100023068008,张郭庄,116.187193,39.858100,110100023068
1100,北京,110100023070014,俸伯,116.684732,40.132573,110100023070
1100,北京,110100023070013,顺义,116.657023,40.129994,110100023070
1100,北京,110100023070012,石门,116.641117,40.129802,110100023070
1100,北京,110100023070011,南法信,116.609535,40.128478,110100023070
1100,北京,110100023070010,后沙峪,116.564211,40.114127,110100023070
1100,北京,110100023070009,花梨坎,116.557593,40.084436,110100023070
1100,北京,110100023070008,国展,116.555127,40.070030,110100023070
1100,北京,110100023070007,孙河,116.534700,40.045113,110100023070
1100,北京,110100023070006,马泉营,116.503480,40.033721,110100023070
1100,北京,110100023070005,崔各庄,116.492968,40.022201,110100023070
1100,北京,110100023070004,望京东,116.487105,40.003200,110100023070
1100,北京,110100023070021,关庄,116.430947,40.001134,110100023070
1100,北京,110100023070019,安立路,116.407845,40.002619,110100023070
1100,北京,110100023070017,北沙滩,116.368143,40.001492,110100023070
1100,北京,110100023070016,六道口,116.352670,40.000958,110100023070
1100,北京,110100023070015,清华东路西口,116.339530,40.000673,110100023070
1100,北京,900000062236001,北安河,116.130428,40.068128,900000062236
1100,北京,900000062236002,温阳路,116.161361,40.068516,900000062236
1100,北京,900000062236003,稻香湖路,116.188145,40.068936,900000062236
1100,北京,900000062236004,屯佃,116.215850,40.068454,900000062236
1100,北京,900000062236005,永丰,116.238481,40.071868,900000062236
1100,北京,900000062236006,永丰南,116.248154,40.065575,900000062236
1100,北京,900000062236007,西北旺,116.257923,40.048703,900000062236
1100,北京,900000062236008,马连洼,116.272520,40.032637,900000062236
1100,北京,900000062236009,农大南路,116.282272,40.021398,900000062236
1100,北京,900000062236011,万泉河桥,116.300157,39.985067,900000062236
1100,北京,900000062236013,苏州桥,116.308092,39.962052,900000062236
1100,北京,900000062236014,万寿寺,116.309904,39.947773,900000062236
1100,北京,900000062236017,甘家口,116.334534,39.923392,900000062236
1100,北京,110100033086004,高碑店,116.531421,39.909448,110100033086
1100,北京,110100033086005,传媒大学,116.554639,39.909215,110100033086
1100,北京,110100033086006,双桥,116.576709,39.910139,110100033086
1100,北京,110100033086007,管庄,116.599002,39.909090,110100033086
1100,北京,110100033086008,八里桥,116.618658,39.906121,110100033086
1100,北京,110100033086009,通州北苑,116.637252,39.903864,110100033086
1100,北京,110100033086010,果园,116.646606,39.893393,110100033086
1100,北京,110100033086011,九棵树,116.657533,39.890278,110100033086
1100,北京,110100033086012,梨园,116.668720,39.883677,110100033086
1100,北京,110100033086013,临河里,116.678811,39.875496,110100033086
1100,北京,110100033086014,土桥,116.686349,39.871926,110100033086
1100,北京,110100023118009,昌平西山口,116.195371,40.244624,110100023118
1100,北京,110100023118010,十三陵景区,116.207729,40.240255,110100023118
1100,北京,110100023118011,昌平,116.233590,40.220550,110100023118
1100,北京,110100023118012,昌平东关,116.262059,40.221726,110100023118
1100,北京,110100023118013,北邵洼,116.281949,40.222001,110100023118
1100,北京,110100023118002,南邵,116.287534,40.207492,110100023118
1100,北京,110100023118003,沙河高教园,116.280465,40.164666,110100023118
1100,北京,110100023118004,沙河,116.288865,40.148278,110100023118
1100,北京,110100023118005,巩华城,116.293979,40.130900,110100023118
1100,北京,110100023118007,生命科学园,116.294230,40.094790,110100023118
1100,北京,900000076659002,大兴新城,116.365522,39.735583,900000076659
1100,北京,900000076659001,大兴机场,116.416725,39.511375,900000076659
1100,北京,110100023092013,阎村东,116.100817,39.729028,110100023092|900000029622
1100,北京,110100023092012,苏庄,116.125306,39.723188,110100023092
1100,北京,110100023092011,良乡南关,116.140804,39.723202,110100023092
1100,北京,110100023092010,良乡大学城西,116.156282,39.723157,110100023092
1100,北京,110100023092009,良乡大学城,116.176541,39.723159,110100023092
1100,北京,110100023092008,良乡大学城北,116.183480,39.729906,110100023092
1100,北京,110100023092007,广阳城,116.184985,39.747930,110100023092
1100,北京,110100023092006,篱笆房,116.189486,39.760636,110100023092
1100,北京,110100023092005,长阳,116.212692,39.763871,110100023092
1100,北京,110100023092004,稻田,116.218840,39.794885,110100023092
1100,北京,110100023092003,大葆台,116.291681,39.807810,110100023092
1100,北京,110100023092017,白盆窑,116.313391,39.819590,110100023092
1100,北京,110100023092016,花乡东桥,116.320160,39.829272,110100023092
1100,北京,110100023092014,东管头南,116.321319,39.852631,110100023092
1100,北京,110100023096001,T3航站楼,116.615583,40.052657,110100023096
1100,北京,110100023096002,T2航站楼,116.592808,40.079311,110100023096
1100,北京,110100023060004,颐和园西门,116.263248,39.985697,110100023060
1100,北京,110100023060005,茶棚,116.248100,39.982113,110100023060
1100,北京,110100023060006,万安,116.231977,39.984001,110100023060
1100,北京,110100023060007,植物园,116.214853,39.993582,110100023060
1100,北京,110100023060009,香山,116.204491,39.994056,110100023060
1100,北京,900000029622007,紫草坞,116.086720,39.724606,900000029622
1100,北京,900000029622006,阎村,116.080165,39.716731,900000029622
1100,北京,900000029622005,星城,116.061370,39.713681,900000029622
1100,北京,900000029622010,大石河东,116.039906,39.709893,900000029622
1100,北京,900000029622004,马各庄,116.016606,39.705103,900000029622
1100,北京,900000029620004,饶乐府,116.006103,39.701471,900000029622
1100,北京,900000029622002,房山城关,115.989599,39.706061,900000029622
1100,北京,900000029622001,燕山,115.973395,39.719615,900000029622
1100,北京,110100023102013,肖村,116.448364,39.834217,110100023102
1100,北京,110100023102012,小红门,116.459226,39.827951,110100023102
1100,北京,110100023102011,旧宫,116.460789,39.806910,110100023102
1100,北京,110100023102010,亦庄桥,116.480307,39.803011,110100023102
1100,北京,110100023102009,亦庄文化园,116.490632,39.806890,110100023102
1100,北京,110100023102008,万源街,116.505403,39.802971,110100023102
1100,北京,110100023102007,荣京东街,116.513321,39.793189,110100023102
1100,北京,110100023102006,荣昌东街,116.521688,39.782832,110100023102
1100,北京,110100023102005,同济南路,116.539901,39.772962,110100023102
1100,北京,110100023102004,经海路,116.562321,39.783673,110100023102
1100,北京,110100023102003,次渠南,116.581357,39.795118,110100023102
1100,北京,110100023062002,次渠,116.591502,39.803500,110100023102
1100,北京,110100023102015,亦庄火车站,116.601913,39.812607,110100023102
3100,上海,310100025685029,莘庄,121.385373,31.111152,310100025685|900000059516|310100034538
3100,上海,310100025685028,外环路,121.393020,31.120899,310100025685
3100,上海,310100025685027,莲花路,121.402910,31.130900,310100025685
3100,上海,310100025685026,锦江乐园,121.414107,31.142217,310100025685
3100,上海,310100025685025,上海南站,121.430041,31.154579,310100025685|310100034534|900000070795
3100,上海,310100025685024,漕宝路,121.433143,31.168344,310100025685|310100025711
3100,上海,310100025685023,上海体育馆,121.437423,31.182813,310100025685|310100034536
3100,上海,310100024518023,徐家汇,121.436837,31.195338,310100025685|310100024546|310100024518|310100027601
3100,上海,310100025685021,衡山路,121.446424,31.204528,310100025685
3100,上海,310100024542015,常熟路,121.449141,31.213524,310100025685|310100024542
3100,上海,310100025685019,陕西南路,121.458744,31.215150,310100025685|310100027703|310100027704|310100025711
3100,上海,310100025685018,黄陂南路,121.473306,31.222745,310100025685
3100,上海,310100025685017,人民广场,121.475137,31.232781,310100025685|310100025693|900000113361|310100025709
3100,上海,310100025685016,新闸路,121.468151,31.238373,310100025685
3100,上海,310100024524019,汉中路,121.458699,31.241883,310100025685|310100025711|310100024524
3100,上海,310100025685014,上海火车站,121.457939,31.249632,310100025685|310100034534|310100034536
3100,上海,310100025685013,中山北路,121.459204,31.258891,310100025685
3100,上海,310100025685012,延长路,121.455329,31.271675,310100025685
3100,上海,310100025685011,上海马戏城,121.452023,31.279895,310100025685
3100,上海,310100025685010,汶水路,121.450251,31.292556,310100025685
3100,上海,310100025685009,彭浦新村,121.448642,31.306604,310100025685
3100,上海,310100025685008,共康路,121.447063,31.318936,310100025685
3100,上海,310100025685007,通河新村,121.441546,31.331130,310100025685
3100,上海,310100025685006,呼兰路,121.437711,31.339703,310100025685
3100,上海,310100025685005,共富新村,121.434063,31.355082,310100025685
3100,上海,310100025685004,宝安公路,121.430914,31.369555,310100025685
3100,上海,310100025685003,友谊西路,121.427953,31.381296,310100025685
3100,上海,310100025685002,富锦路,121.424661,31.392260,310100025685
3100,上海,310100025693024,浦东国际机场,121.805591,31.150958,310100025693|310100104512
3100,上海,310100025693025,海天三路,121.796878,31.168459,310100025693
3100,上海,310100025693026,远东大道,121.755301,31.199385,310100025693
3100,上海,310100025693027,凌空路,121.724095,31.192861,310100025693
3100,上海,310100025693028,川沙,121.698210,31.186741,310100025693
3100,上海,310100025693029,华夏东路,121.680972,31.196575,310100025693
3100,上海,310100025693030,创新中路,121.673713,31.213871,310100025693
3100,上海,310100025693031,唐镇,121.656269,31.214107,310100025693
3100,上海,310100025693002,广兰路,121.621072,31.211050,310100025693
3100,上海,310100025693003,金科路,121.601989,31.204213,310100025693
3100,上海,310100025693004,张江高科,121.587687,31.201832,310100025693
3100,上海,310100024526014,龙阳路,121.557634,31.203575,310100025693|900000113361|310100024542|310100024526|310100104512
3100,上海,310100025693006,世纪公园,121.550909,31.209421,310100025693
3100,上海,310100025693007,上海科技馆,121.544439,31.218820,310100025693
3100,上海,310100024540013,世纪大道,121.527213,31.228682,310100025693|900000113361|310100034536|310100024540|310100024546
3100,上海,310100025693009,东昌路,121.515556,31.233270,310100025693
3100,上海,310100025693010,陆家嘴,121.502262,31.238195,310100025693
3100,上海,310100025693011,南京东路,121.484628,31.238101,310100025693|310100027703|310100027704
3100,上海,310100024524017,南京西路,121.459971,31.229853,310100025693|310100025711|310100024524
3100,上海,310100024542016,静安寺,121.446221,31.223083,310100025693|900000113361|310100024542
3100,上海,310100024518021,江苏路,121.430642,31.220411,310100025693|310100024518|310100027601
3100,上海,310100025693016,中山公园,121.415773,31.217948,310100025693|900000113361|310100034534|310100034536
3100,上海,310100025693017,娄山关路,121.404058,31.211158,310100025693|900000070795
3100,上海,310100025693018,威宁路,121.387285,31.214870,310100025693
3100,上海,310100025693019,北新泾,121.373998,31.216395,310100025693
3100,上海,310100025693020,淞虹路,121.359588,31.218212,310100025693|900000113361
3100,上海,310100025693021,虹桥2号航站楼,121.326300,31.194211,310100025693|310100027704
3100,上海,310100025693022,虹桥火车站,121.318950,31.194022,310100025693|310100027704|900000039799
3100,上海,310100025693023,徐泾东,121.299204,31.188367,310100025693
3100,上海,310100034534002,江杨北路,121.439819,31.407858,310100034534
3100,上海,310100034534003,铁力路,121.461139,31.408120,310100034534
3100,上海,310100034534004,友谊路,121.475924,31.404016,310100034534
3100,上海,310100034534005,宝杨路,121.479574,31.395315,310100034534
3100,上海,310100034534006,水产路,121.488247,31.381302,310100034534
3100,上海,310100034534007,淞滨路,121.492818,31.370928,310100034534
3100,上海,310100034534008,张华浜,121.498671,31.358016,310100034534
3100,上海,310100034534009,淞发路,121.500390,31.345135,310100034534
3100,上海,310100034534010,长江南路,121.491482,31.332062,310100034534
3100,上海,310100034534011,殷高西路,121.484856,31.320005,310100034534
3100,上海,310100034534012,江湾镇,121.485064,31.305566,310100034534
